Name,Geburtsjahr,Todesjahr,Konfession,Biographie,Vorkommen,Varianten,Autor von,Anfangsjahr,Schlussjahr,Ist Mitglied von,Kategorien,Kommentar,Urheber von,Mitglieder,Dargestellt in,Literatur,Externe Ressourcen
"Ludwig VIII., Herzog (Bayern-Ingolstadt)",1403,1445,katholisch,,,,,,,,,,,,,", S. 496",Gemeinsame Normdatei (GND):
"Ludwig IX., Herzog (Bayern-Landshut)",1417,1479,katholisch,,,,,,,,,,,,,", S. 496",Gemeinsame Normdatei (GND):
"Ludwig IX., König (Frankreich)",1214,1270,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Ludwig X., Herzog (Bayern)",1495,1545,katholisch,,,,,,,,,,,,,", S. 496",Gemeinsame Normdatei (GND):
"Ludwig XIII., König (Frankreich)",1601,1643,katholisch,,,,,,,,,,,,,,Sandrart.net:
"Ludwig, Fürst (Anhalt-Köthen)",1579,1650,protestantisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
"Ludwig Friedrich, Herzog (Württemberg-Mömpelgard)",1586,1631,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Ludwig Günther I., Graf (Schwarzburg-Rudolstadt)",1581,1646,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Hieronymus Lüneburg,ca. 1580,1633,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Wolf von Lüttichau,1565,1639,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Luitpold, Graf (Bayern)",,ca. 907,katholisch,,,,,,,,,,,,,", S. 498",Gemeinsame Normdatei (GND):
"Luitpoldus, literarische Gestalt",,,keine Angabe,,,,,,,,,,,,,,
Martin Luther,1483,1546,protestantisch,,,,,,,,,,,,,,Union List of Artist Names (ULAN):
Katharina von Luxemburg,1342,1395,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Luzifer,,,keine Angabe,,,Satan,,,,,,,,,,,Sandrart.net:
Johann Kasimir zu Lynar,1569,1619,keine Angabe,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Ernst von Lynden und Reckheim,1583,1636,keine Angabe,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
"Lynope, Nymphe",,,keine Angabe,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Hans Lynsamer,,,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Bartholomäus Madauer,,1579,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Ursula Mader,,,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Magnus, Herzog (Württemberg-Neuenbürg)",1594,1622,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Magnus I., Herzog (Mecklenburg-Schwerin)",ca. 1345,1384,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Magnus I., Herzog (Sachsen-Lauenburg)",1470,1543,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
"Magnus II., Herzog (Braunschweig-Lüneburg)",1324,1373,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
"Magnus II., Herzog (Mecklenburg)",1441,1503,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
"Magnus II., König (Schweden)",1316,1374,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Magnus III., Herzog (Mecklenburg)",1509,1550,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Sebastianus Magnus,,,katholisch,,,,,,,,,,,,,", S. 291–292, S. 298, Anm. 93",Gemeinsame Normdatei (GND):
"Maleachi, Prophet",,,andere,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Christoph Mang,,ca. 1617,keine Angabe,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Sara Mang,,,keine Angabe,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Mangold IV., Graf (Werd)",,1156,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Hans Manlich,1577,1636,protestantisch,,,,,,,,,,,,,", Bd. 1, S. 85",
"Mannus, Gott",,,keine Angabe,,,,,,,,,,,,,,
Johann Georg von Mansfeld-Artern,1557,1615,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Volrad von Mansfeld-Artern,1558,1627,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Bruno II. von Mansfeld-Bornstedt,1545,1615,protestantisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Bruno III. von Mansfeld-Bornstedt,1576,1644,protestantisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Wolfgang von Mansfeld-Bornstedt,1575,1638,protestantisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Jobst von Mansfeld-Eisleben,1558,1619,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
David von Mansfeld-Hinterort,1573,1628,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Friedrich Christoph von Mansfeld-Hinterort,1564,1631,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Ernst von Mansfeld,1580,1626,katholisch,,,,,,,,,,,,,", S. 1–5",Gemeinsame Normdatei (GND):
Mareotis,,,keine Angabe,,,,,,,,,,,,,", Bd. 2, Sp. 2373",
"Margarete, Kaiserin (HRR)",,1356,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Melchior Friedrich von der Margareten,,,protestantisch,,,,,,,,,,,,,,
Wolf Heinrich von der Margareten,,,protestantisch,,,,,,,,,,,,,,
"Margarethe, Heilige",,ca. 305,katholisch,,,,,,,,,,,,,", S. 211",Gemeinsame Normdatei (GND):
"Margarethe I., Königin (Dänemark)",1353,1412,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Maria, biblische Person",,,andere,,,,,,,,,,,,,,Sandrart.net:
"Maria de Austria, Kaiserin (HRR)",1528,1603,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Maria Stuart, Königin (Schottland)",1542,1587,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Maria von Bethanien, biblische Person",,,andere,,,,,,,,,,,,,,Sandrart.net:
Maria Kleophas,,,andere,,,,,,,,,,,,,,Sandrart.net:
"Maria Magdalena, Heilige",,,andere,,,,,,,,,,,,,,Sandrart.net:
Maria Salome,,,andere,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Griffin Markham,ca. 1564,ca. 1644,katholisch,,,,,,,,,,,,,", hier S. 102–105",Gemeinsame Normdatei (GND):
"Markus Sittikus von Hohenems, Erzbischof (Salzburg)",1574,1619,katholisch,,,,,,,,,,,,,", Bd. 2, S. 241, Anm. 75",Gemeinsame Normdatei (GND):
"Marquard I. von Hagel, Bischof (Eichstätt)",,1324,katholisch,,,,,,,,,,,,,", S. 150–154",Gemeinsame Normdatei (GND):
"Mars, Gott",,,keine Angabe,,,,,,,,,,,,,", Bd. 7, Sp. 946–951 (Richard L. Gordon, Anne
                     Ley)",Sandrart.net:
Hans Friedrich Marschalck,1571,1621,keine Angabe,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Marsilius von Padua,zwischen ca. 1275 und 1280,ca. 1343,christlich allgemein,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Marta von Bethanien, biblische Person",,,andere,,,,,,,,,,,,,,Sandrart.net:
"Martin von Tours, Heiliger",zwischen ca. 316 und 317,397,katholisch,,,,,,,,,,,,,", S. 238",Sandrart.net:
"Martin von Schaumberg, Bischof (Eichstätt)",1523,1590,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Massinissa, König (Numidien)",ca. 240 v. Chr.,ca. 148 v. Chr.,andere,,,,,,,,,,,,,,Sandrart.net:
"Matthäus, Apostel",,,christlich allgemein,,,,,,,,,,,,,", S. 242–243",Gemeinsame Normdatei (GND):
Johann Matthaeus,1563,1621,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Sebastian Matthesius,,,keine Angabe,,,,,,,,,,,,,", S. 372",Gemeinsame Normdatei (GND):
"Matthias, Apostel",,ca. 63,christlich allgemein,,,,,,,,,,,,,", S. 228",Gemeinsame Normdatei (GND):
"Matthias, Kaiser (HRR)",1557,1619,katholisch,,,,,,,,,,,,,,Sandrart.net:
"Matthias I., König (Ungarn)",1443,1490,katholisch,,,,,,,,,,,,,,Sandrart.net:
Heinrich Mauch,,,protestantisch,,,,,,,,,,,,,", S. 149–150",Gemeinsame Normdatei (GND):
"Maurikios I., Kaiser (Byzanz)",539,602,christlich allgemein,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Maussolos (Karien),,353 v. Chr.,andere,,,,,,,,,,,,,,Sandrart.net:
"Maximilian von Pappenheim, Landgraf (Stühlingen)",1580,1639,keine Angabe,,,,,,,,,,,,,", S. 164–169",Sandrart.net:
"Maximilian I., Herzog/Kurfürst (Bayern)",1573,1651,katholisch,,,,,,,,,,,,,,Sandrart.net:
"Maximilian I., Kaiser (HRR)",1459,1519,christlich allgemein,,,,,,,,,,,,,,Sandrart.net:
"Maximilian II., Kaiser (HRR)",1527,1576,katholisch,,,,,,,,,,,,,",",Sandrart.net:
"Maximilian III., Erzherzog (Österreich)",1558,ca. 1618,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Georg von Maxlrain,,1635,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Wilhelm von Maxlrain,,1655,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Hector Mayer,ca. 1517,1579,keine Angabe,,,,,,,,,,,,,", S. 30",Gemeinsame Normdatei (GND):
Jakob III. Mayer,,,katholisch,,,,,,,,,,,,,,
Martin Mayer,,,katholisch,,,,,,,,,,,,,", Bd. 2, S. 276, Anm. 47",
Urban Mayer,1575,1613,katholisch,,,,,,,,,,,,,", S. 100",Gemeinsame Normdatei (GND):
Alexander Mayr,ca. 1559,zwischen 1620 und 1630,katholisch,,,,,,,,,,,,,", Bd. 2, S. 260",Sandrart.net:
Sophie von Mecklenburg,1557,1631,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Sophie Elisabeth von Mecklenburg-Güstrow,1613,1676,protestantisch,,,,,,,,,,,,,", S. 662–663 (Gabriele Henkel)",Gemeinsame Normdatei (GND):
Agnes von Mecklenburg,ca. 1320,ca. 1341,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Anna von Mecklenburg,,,keine Angabe,,,,,,,,,,,,,,
Anna von Mecklenburg,1343,1415,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Anna von Mecklenburg,1533,1602,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Anna von Mecklenburg,,,keine Angabe,,,,,,,,,,,,,,
Christine Margarethe von Mecklenburg,1615,1666,protestantisch,,,,,,,,,,,,,", S. 143/44 (Jill Bepler)",Gemeinsame Normdatei (GND):
Dorothea von Mecklenburg,1480,1537,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Elisabeth von Mecklenburg,,ca. 1280,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Hermann von Mecklenburg,ca. 1242,,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Ingeborg von Mecklenburg,ca. 1340,ca. 1395,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Katharina von Mecklenburg,1487,1561,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Ludwig von Mecklenburg,1535,1535,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Luitgard von Mecklenburg,ca. 1260,1283,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Maria von Mecklenburg,zwischen 1363 und 1367,ca. 1402,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Mechthild von Mecklenburg,1293,1357,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Poppo von Mecklenburg,ca. 1237,,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Sophie von Mecklenburg,1481,1503,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Anna von Mecklenburg-Schwerin,1485,1525,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Euphemia Mecklenburg-Schwerin,,1417,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Katharina von Mecklenburg-Schwerin,1518,1581,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Margarethe von Mecklenburg-Schwerin,1515,1559,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Richardis von Mecklenburg,,1400,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Sophie von Mecklenburg-Schwerin,1508,1541,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Ursula von Mecklenburg-Schwerin,1510,1586,katholisch,,,,,,,,,,,,,", S. 240/41",Gemeinsame Normdatei (GND):
Anna von Mecklenburg-Stargard,,ca. 1399,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Elisabeth von Mecklenburg-Stargard,1470,1532,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Ingeburg von Mecklenburg-Stargard,,1509,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Claudia de’ Medici,1604,1648,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Giuliano de’ Medici,1574,1636,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Medusa, mythologische Person",,,keine Angabe,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Johann Baptist Meermann,,1659,katholisch,,,,,,,,,,,,,", S. 296, Anm. 3",
Katharina Megenzer von Velldorf,,,protestantisch,,,,,,,,,,,,,",",
David Megerlin,1572,,protestantisch,,,,,,,,,,,,,", S. 325–326",
Leonhard Helfried von Meggau,1577,1644,katholisch,,,,,,,,,,,,,,Deutsche Biographie:
"Megingaud, Bischof (Eichstätt)",,,katholisch,,,,,,,,,,,,,", S. 48–50",Gemeinsame Normdatei (GND):
Peter Meiderlin,1582,1651,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Meinhard, Herzog (Bayern)",1344,1363,katholisch,,,,,,,,,,,,,", S. 518",Gemeinsame Normdatei (GND):
"Meinhard II., Graf (Tirol)",ca. 1239,1295,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Meinhard VI., Graf (Görz)",ca. 1325,1385,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Mathilde von Meißen,ca. 1313,1346,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
"Melchisedek, biblische Person",,,andere,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Marcantonio Memmo,1536,1615,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Georg Mendel von Steinfels,,,protestantisch,,,,,,,,,,,,,", S. 331",
Johann Kaspar von Menlishofen,,1626,protestantisch,,,,,,,,,,,,,", S. 51",
Lutz von Menlishofen,,1632,protestantisch,,,,,,,,,,,,,", S. 188, 476",
Philipp Menzel,1546,1613,katholisch,,,,,,,,,,,,,", S. 520",Gemeinsame Normdatei (GND):
Johann Bernhard von Menzingen,,1659,protestantisch,,,,,,,,,,,,,",",
Thomas Merckelbach,ca. 1568,1618,keine Angabe,,,,,,,,,,,,,",",
Georg Merckle,,,keine Angabe,,,,,,,,,,,,,,
Leonhard Merckle,,,keine Angabe,,,,,,,,,,,,,,
"Merkur, Gott",,,keine Angabe,,,,,,,,,,,,,,Sandrart.net:
Nicolaus Merz,,,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
"Meschach, biblische Person",,,andere,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Johann Andreas Mesmer,,,katholisch,,,,,,,,,,,,,,
"Metriphon, literatische Gestalt",,,keine Angabe,,,,,,,,,,,,,,
Wilhelm von Metternich-Winneburg,zwischen 1588 und 1590,1652,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Johann Reinhard von Metternich,,1637,katholisch,,,,,,,,,,,,,", Bd. 18, S. 52",Gemeinsame Normdatei (GND):
Dietrich Meyer,1572,1658,protestantisch,,,,,,,,,,,,,", S. 213–214",Sandrart.net:
"Micha, Prophet",,,andere,,,,,,,,,,,,,", S. 1150",Gemeinsame Normdatei (GND):
"Micha, Sohn Jemlas, Prophet",,,andere,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
"Michael, Erzengel",,,keine Angabe,,,,,,,,,,,,,", S. 33",Gemeinsame Normdatei (GND):
Michael von Cesena,ca. 1270,1342,christlich allgemein,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Michal, biblische Person",,,andere,,,,,,,,,,,,,", S. 1154",Gemeinsame Normdatei (GND):
Michelangelo,1475,1564,katholisch,,,,,,,,,,,,,,Sandrart.net:
"Midas, König (Phrygien)",,,andere,,,,,,,,,,,,,",",Sandrart.net:
Hans Mielich,1515,1572,katholisch,,,,,,,,,,,,,",",Sandrart.net:
Andreas Mileus,ca. 1583,1632,keine Angabe,,,,,,,,,,,,,",",
Anna Mileus,ca. 1584,1627,keine Angabe,,,,,,,,,,,,,",",
Benigna Mülich,,,christlich allgemein,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Joannes Millauer,,,katholisch,,,,,,,,,,,,,", S. 298, Anm. 93",Gemeinsame Normdatei (GND):
Jerg Miller,,zwischen 1641 und 1642,katholisch,,,,,,,,,,,,,", S. 116",Gemeinsame Normdatei (GND):
Johann Miller,,,keine Angabe,,,,,,,,,,,,,,
Peter Miller,,1614,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Minerva, Göttin",,,keine Angabe,,,"Athene, Göttin",,,,,,,,,,,Sandrart.net:
"Mirjam, Prophetin",,,andere,,,,,,,,,,,,,", S. 1156",Gemeinsame Normdatei (GND):
Johann Möll,,,keine Angabe,,,,,,,,,,,,,,
Alter Mönch des Klosters Ebersberg,,,katholisch,,,,,,,,,,,,,,
Ebersberger Mönche,,,,,,,,,,,,,,,,,
Vincent Moller,,1618,keine Angabe,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Momos, Gott",,,keine Angabe,,,,,,,,,,,,,,Sandrart.net:
Die vier Monarchen,,,,,,,,,,,,,,,,,
Michel Eyquem de Montaigne,1533,1592,katholisch,,,,,,,,,,,,,,Sandrart.net:
Johann VI. von Montfort,1557,1619,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
M. Montille,,,keine Angabe,,,,,,,,,,,,,,
Benedikta von Moosburg-Wörth,ca. 1155,,katholisch,,,,,,,,,,,,,", S. 31",Gemeinsame Normdatei (GND):
Gabriel Moraweiser,,1592,keine Angabe,,,,,,,,,,,,,", S. 118–120",Gemeinsame Normdatei (GND):
Zacharias von Morenberg zu Jaufen und Windegg,,,katholisch,,,,,,,,,,,,,",",
"Moritz, Landgraf (Hessen-Kassel)",1572,1632,protestantisch,,,,,,,,,,,,,,Sandrart.net:
"Moritz von Hutten, Bischof (Eichstätt)",1503,1552,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Moritz, Kurfürst (Sachsen)",1521,1553,katholisch,,,,,,,,,,,,,",",Sandrart.net:
Isaac de Morlot,1578,,protestantisch,,,,,,,,,,,,,",",
Eberhard Albrecht von Morstein,,1634,protestantisch,,,,,,,,,,,,,,
Johann Reinhard Mosbach von Lindenfels,,,keine Angabe,,,,,,,,,,,,,", S. 143",Gemeinsame Normdatei (GND):
"Mose, biblische Person",,,keine Angabe,,,,,,,,,,,,,", S. 1172–1178",Sandrart.net:
Bernhard Mosmüller,,1627,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Anton Mozart,ca. 1572,1625,protestantisch,,,,,,,,,,,,,,Union List of Artist Names (ULAN):
Heinrich Mülegg,ca. 1575,,keine Angabe,,,,,,,,,,,,,,
Ludwig Müller von Zaneck,1570,ca. 1633,protestantisch,,,,,,,,,,,,,", Bd. 2, S. 112–114",
Ernst von Münchingen,,,protestantisch,,,,,,,,,,,,,,
Werner Dietrich von Münchingen,,ca. 1639,protestantisch,,,,,,,,,,,,,,
Rüdiger von Münchow auf Nossow und Seger,1571,1616,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Johann Jakob Muffel von Eschenau,ca. 1567,1632,keine Angabe,,,,,,,,,,,,,", Bd. 2, S. 723",
Muhammad,ca. 570,632,andere,,,,,,,,,,,,,,Sandrart.net:
"Murad II., Sultan (Osmanisches Reich)",1404,1451,andere,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Die neun Musen,,,,,,,,,,,,,,,,,Sandrart.net:
Agostino Nani,1555,1627,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Juliana von Nassau-Dillenburg,1566,1630,protestantisch,,,,,,,,,,,,,", Personenregister, s. v. „Solms-Braunfels, Juliana, Gräfin
                     zu, geb. Gräfin von Nassau-Dillenburg“",Gemeinsame Normdatei (GND):
Juliane von Nassau-Dillenburg,1587,1643,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Nasua,,,andere,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Nathan, biblische Person",,,andere,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Nebukadnezar II., König (Neubabylonisches Reich)",,,andere,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Elisabeth von Neideck,,,christlich allgemein,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Barbara Neidhart,,,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Christoph Konrad Neidhart,ca. 1562,,keine Angabe,,,,,,,,,,,,,",",
Erasmus Neidhart,,,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Gabriel Neidhart,ca. 1510,1564,christlich allgemein,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Heinrich Neidhart,ca. 1463,1509,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Heinrich Neidhart,ca. 1485,1523,katholisch,,,,,,,,,,,,,",",
Heinrich Neidhart,ca. 1350,1414,christlich allgemein,,,,,,,,,,,,,",",
Johannes Neidhart,ca. 1403,1467,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Susanna Neidhart,,,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Neilos, Gott",,,keine Angabe,,,,,,,,,,,,,", Bd. 3, Sp. 87",Sandrart.net:
Melchior Ludwig von Neipperg,,1619,keine Angabe,,,,,,,,,,,,,,
Heinz Nelle,,,keine Angabe,,,,,,,,,,,,,", S. 289–290",
Johann Wilhelm Neonobel,,1616,keine Angabe,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
"Neptun, Gott",,,keine Angabe,,,,,,,,,,,,,,Sandrart.net:
"Nereus, Gott",,,keine Angabe,,,,,,,,,,,,,", Bd. 3, Sp. 240",Sandrart.net:
"Nero, Kaiser (Römisches Reich)",37,68,andere,,,,,,,,,,,,,,Sandrart.net:
"Nestor, mythologische Person",,,keine Angabe,,,,,,,,,,,,,",",Sandrart.net:
Nestorius,,,christlich allgemein,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Balthasar Neu,1577,1647,protestantisch,,,,,,,,,,,,,", S. 196",
Matthäus Neubronner,1578,1635,keine Angabe,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Johann Neudörffer,1567,1639,protestantisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
Anna von Neuffen,1327,1380,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Susanne Neuhauser,ca. 1580,1599,keine Angabe,,,,,,,,,,,,,", S. 240–242",Gemeinsame Normdatei (GND):
Benedictus Neumair,ca. 1552,1627,katholisch,,,,,,,,,,,,,", S. 15",Gemeinsame Normdatei (GND):
Peter Neusesser,,,keine Angabe,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Ulrich Neusesser,,1539,katholisch,,,,,,,,,,,,,", S. 170–171",Gemeinsame Normdatei (GND):
Ulrich Neusesser d. Ä.,,,keine Angabe,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Nicephorus I., Kaiser (Byzanz)",765,811,christlich allgemein,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Johannes Pistorius Niddanus,1546,1608,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Christoph Georg von Niebelschütz,,,protestantisch,,,,,,,,,,,,,", S. 668",
Niketas Patrikios,,,andere,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Nikodemus, biblische Person",,,andere,,,,,,,,,,,,,,Sandrart.net:
"Nikolaus, Heiliger",zwischen 280 und 286,zwischen 345 und 351,katholisch,,,,,,,,,,,,,", S. 239",Sandrart.net:
"Nikolaus I., Fürst (Mecklenburg-Werle)",ca. 1210,1277,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Nikolaus II., Fürst (Mecklenburg-Gadebusch)",,1225,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Nikolaus II., Fürst (Mecklenburg-Werle)",,1316,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Nikolaus III., Fürst (Mecklenburg)",,zwischen 1289 und 1290,katholisch,,,,,,,,,,,,,",",Gemeinsame Normdatei (GND):
"Nikolaus III., Herzog (Mecklenburg-Güstrow)",zwischen 1311 und 1337,zwischen 1360 und 1361,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Nikolaus IV., Fürst (Werle)",,1354,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Nikolaus, Fürst (Mecklenburg-Rostock)",,1314,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Nikolaus von Werle,,zwischen 1298 und 1300,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
"Ninus, König (Assyrien)",,,andere,,,,,,,,,,,,,,Sandrart.net:
"Noah, biblische Person",,,andere,,,,,,,,,,,,,", S. 1151–1152",Sandrart.net:
Bernhard Nöttel,,1643,keine Angabe,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Hans Nöttel,,1649,keine Angabe,,,,,,,,,,,,,,
Christoph Adam von Nußdorf,zwischen 1511 und 1512,1551,katholisch,,,,,,,,,,,,,", Bd. 2, S. 598/599, Nr. 1953 (Brigitte
                     Volk-Knüttel)",Gemeinsame Normdatei (GND):
Hans Michael Elias von Obentraut,1574,1625,protestantisch,,,,,,,,,,,,,", S. XLIII",Gemeinsame Normdatei (GND):
Ludwig von Obentraut,,,protestantisch,,,,,,,,,,,,,,
Odysseus,,,andere,,,,,,,,,,,,,,Sandrart.net:
Balthasar Oefelen,,,keine Angabe,,,,,,,,,,,,,", S. 389",Gemeinsame Normdatei (GND):
Anna Oehem,1435,ca. 1500,christlich allgemein,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Thomas Oehem,,,christlich allgemein,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Thomas Oehem,1407,1486,katholisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Johann Christoph Oelhafen von Schöllenbach,1574,1631,protestantisch,,,,,,,,,,,,,,Gemeinsame Normdatei (GND):
Oelz,,,keine Angabe,,,,,,,,,,,,,,
